0.400233332,-1.265444707
0.80323037,1.282601669
-1.395075525,0.055729292
-0.341192677,-1.07661994
1.547817474,1.40250049
0.245032018,-0.483442328
1.207068862,0.888752605
1.251326277,1.155553952
1.810044148,0.965530731
-1.669634015,-0.308103509
-0.07174821,-0.9379397
0.682631927,1.102581603
1.090395985,1.43899529
-1.676454139,-0.504557049
-1.844478037,0.045253954
1.242348505,1.020886609
-1.861470408,0.006386458
-1.460449429,0.153252383
0.498981817,0.898006058
0.983962244,1.043693748
-1.831367419,-0.163632835
1.306226174,1.076587174
0.353420328,-0.751320218
1.139579704,1.545038604
0.293995694,-1.261350052
-1.145582247,-0.037870964
1.187161048,0.600240663
-2.232119462,0.230475094
-1.2832043,-0.393314568
0.494296696,-0.883972009
0.063183493,-0.911952228
0.935759539,0.866820685
1.580147205,1.037883917
1.063049597,1.027060819
-1.397325364,-0.505162249
-0.10993524,-0.908113619
1.173467578,0.947501092
0.920084511,1.457676718
0.582658956,-0.900086832
0.952772328,0.899042386
-1.372669555,-0.031787821
0.021270676,-0.707614194
0.327049052,-0.555998107
-1.715902674,0.215222266
0.512516209,-0.760128245
1.130234687,0.722451122
-1.4307431,-0.342787511
-1.82724625,0.117657775
1.418013495,1.114550798
1.268973036,1.419259712
0.804076494,1.639885568
0.834567752,1.099566889
-1.24714732,-0.22352232
-1.294225372,0.081877002
-0.227378316,-0.413331387
0.218830387,-0.46818312
-1.22593414,0.255599147
-1.312940328,-0.42889207
-1.335323817,0.652053776
-0.301100233,-1.251564507
0.202778356,-0.905277445
1.013577841,1.123789805
0.818324394,0.860841257
1.261815563,1.466137438
0.464867724,-0.797212459
0.360908898,0.84410672
-2.150983103,-0.369583937
1.05005281,0.874181364
0.106580074,-0.749268153
-1.739457231,0.252183577
-0.112017687,-0.652469788
0.516618951,-0.641267582
0.326621787,-0.880608015
1.090177588,1.109525585
0.364459576,-0.694215622
-1.907793182,0.187383674
-1.956018291,0.139959126
0.318541701,-0.405271704
0.736512699,1.764162546
-1.441751618,-0.057232043
0.321757168,-0.534283821
-1.373173046,0.046448464
0.068722591,-1.105229438
0.959314218,0.65231621
-1.626419188,-0.56242328
1.067883052,0.729260482
-1.796435469,-0.988307418
-0.098862838,-0.068119809
-0.1051357,1.170221435
0.879964699,1.253403168
0.980753407,1.154865388
-0.083322497,-0.924844368
0.848759673,1.093974246
1.329416494,1.137345628
0.323788068,-0.749732451
-1.526109703,-0.249016929
-1.485981155,-0.268828608
-1.804795529,0.1870527
-2.019073475,-0.449511651
0.287202402,-0.655487415
0.822295102,1.384432344
-0.035699704,-0.801825807
-1.669554398,-0.138258505
-1.782268211,0.293353033
0.725837138,-0.623374024
0.388432593,-0.761283497
1.490027827,0.795678671
0.000655423,-0.740580702
-1.34533116,-0.475629937
-0.803845106,-0.309943013
-0.249041295,-1.006624185
-1.410951181,-0.070674413
-1.751195936,-0.300491336
-1.279427242,0.1737746
0.335028183,0.624761151
1.168196491,1.189022509
0.715210457,0.926077419
1.300572782,0.916349565
-1.216970076,0.110039477
-1.707079348,-0.059965954
1.207306551,1.054804632
0.186896009,-0.958047234
0.803463471,0.38613314
-1.734867905,-0.149831913
1.312614992,1.118029817
0.404993148,-0.510900347
-1.932679684,0.220764694
0.656004799,0.961887161
-1.405882153,0.117134403
-1.743062642,-0.074747396
0.543745412,1.472092236
-1.973316693,-0.227124493
1.53901171,1.360490809
-1.483234523,-0.490302063
0.386748484,-1.261733998
1.170157158,1.185494154
-0.080538172,-0.321923627
-0.068227316,-0.852825887
0.713500028,1.278685195
-1.850143776,-0.503490558
0.063608527,-1.4125704
1.529660619,0.966056572
0.162165714,-1.373748427
-0.323474497,-0.706620269
-1.517689933,0.187658302
0.888895911,0.762237161
0.483164032,0.881931869
-0.055299777,-0.711305016
-1.57966441,-0.629220313
0.055130865,-0.847206763
-2.060015816,0.058769779
1.11810855,1.302541747
0.487016164,-0.990143937
-1.65518042,-0.169386383
-1.44349738,0.190299243
